,pair,enter_reason,exit_reason,num_buys,profit_abs_sum,profit_abs_median,profit_abs_mean,median_profit_pct,mean_profit_pct,total_profit_pct
0,EUR/USDT,ai_leader_one_trade_per_day,ai_exit,178,-2.7226079999999997,-0.000862,-0.01529555056179775,-0.000862314279062147,-0.015304620999265127,-2.724222537869193
