enter_reason,total_num_buys,wins,losses,profit_abs_wins,profit_abs_loss,profit_tot,wl_ratio_pct,avg_win,avg_loss,exp_ratio
crt_sweep_long,78,38,40,4.718024,-2.794839,1.9231849999999997,48.717948717948715,0.12415852631578947,-0.069870975,0.352882122350775
