,enter_reason,num_buys,profit_abs_sum,profit_abs_median,profit_abs_mean,median_profit_pct,mean_profit_pct,total_profit_pct
0,crt_sweep_long,78,1.9231849999999997,0.0,0.024656217948717946,0.0,0.024674242016171622,1.9245908772613864
