enter_reason,total_num_buys,wins,losses,profit_abs_wins,profit_abs_loss,profit_tot,wl_ratio_pct,avg_win,avg_loss,exp_ratio
ai_leader_one_trade_per_day,178,83,95,5.253386,-7.975994,-2.722608,46.62921348314607,0.06329380722891566,-0.08395783157894737,-0.18218134358812044
